ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
6437,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,scattered,urban
6438,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,woods
6439,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,several,woods
6440,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,several,woods
6441,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
6442,edible,convex,smooth,gray,none,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,abundant,grasses
6443,edible,flat,fibrous,brown,none,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,scattered,grasses
6444,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,urban
6445,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,leaves
6446,edible,convex,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,scattered,paths
6447,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6448,edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
6449,edible,bell,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,grasses
6450,edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
6451,edible,flat,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,solitary,woods
6452,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
6453,edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,solitary,woods
6454,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6455,edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,solitary,woods
6456,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,paths
6457,edible,bell,scaly,yellow,bruises,ansie,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
6458,edible,convex,smooth,yellow,bruises,ansie,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
6459,poisonous,flat,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
6460,poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,black,scattered,grasses
6461,edible,flat,fibrous,brown,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,abundant,grasses
6462,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,scattered,paths
6463,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
6464,edible,convex,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,meadows
6465,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,several,woods
6466,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,paths
6467,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,paths
6468,edible,convex,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,buff,several,leaves
6469,edible,bell,fibrous,white,none,none,free,crowded,broad,white,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
6470,poisonous,flat,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
6471,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
6472,edible,flat,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6473,edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,solitary,woods
6474,edible,convex,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
6475,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,paths
6476,edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
6477,edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,scattered,grasses
6478,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,paths
6479,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,scattered,grasses
6480,edible,convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,white,several,paths
6481,poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,grasses
6482,poisonous,convex,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
6483,edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,several,woods
6484,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,woods
6485,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
6486,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
6487,edible,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
6488,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,several,urban
6489,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,woods
6490,edible,convex,scaly,buff,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
6491,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,paths
6492,edible,convex,fibrous,brown,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
6493,edible,bell,scaly,yellow,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
6494,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6495,edible,flat,fibrous,brown,none,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
6496,poisonous,knobbed,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
6497,poisonous,convex,fibrous,gray,none,creosote,free,close,narrow,pink,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
6498,edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,solitary,woods
6499,edible,bell,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,brown,several,leaves
6500,poisonous,convex,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,several,woods
6501,edible,flat,fibrous,gray,none,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
6502,poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,grasses
6503,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
6504,edible,bell,fibrous,white,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
6505,edible,flat,fibrous,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,1,evanescent,black,scattered,grasses
6506,edible,convex,fibrous,white,bruises,almond,free,crowded,narrow,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
6507,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,several,woods
6508,edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
6509,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
6510,poisonous,convex,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
6511,poisonous,flat,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
6512,edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,solitary,woods
6513,edible,flat,fibrous,white,none,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,scattered,grasses
6514,edible,convex,smooth,gray,none,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,1,evanescent,black,abundant,grasses
6515,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
6516,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6517,edible,flat,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6518,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
6519,edible,convex,fibrous,gray,none,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,1,evanescent,black,scattered,grasses
6520,edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,solitary,woods
6521,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,woods
6522,edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,white,2,evanescent,white,clustered,waste
6523,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6524,poisonous,convex,smooth,gray,none,creosote,free,close,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
6525,poisonous,knobbed,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
6526,poisonous,flat,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6527,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,paths
6528,poisonous,flat,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
6529,edible,convex,smooth,white,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,abundant,grasses
6530,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
6531,poisonous,convex,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
6532,edible,convex,smooth,white,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,black,abundant,grasses
6533,edible,convex,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,meadows
6534,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,grasses
6535,edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
6536,poisonous,convex,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
6537,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,several,woods
6538,edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6539,edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,several,woods
6540,edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,solitary,grasses
6541,poisonous,flat,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,paths
6542,poisonous,knobbed,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6543,edible,convex,smooth,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,scattered,grasses
6544,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,woods
6545,poisonous,convex,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,grasses
6546,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,several,grasses
6547,edible,flat,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6548,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6549,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,urban
6550,edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,solitary,woods
6551,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
6552,edible,flat,smooth,white,none,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
6553,poisonous,convex,smooth,gray,none,creosote,free,close,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,scattered,woods
6554,edible,bell,smooth,white,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,grasses
6555,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,leaves
6556,edible,flat,smooth,white,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,abundant,grasses
6557,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,grasses
